Sample equal_delay orig_delay nn_delay gain
408 2.013109e+01 2.162180e+01 1.705469e+01 2.112269e-01
409 2.004954e+01 2.155839e+01 1.671621e+01 2.246078e-01
410 1.987339e+01 2.148295e+01 1.648906e+01 2.324582e-01
411 2.023979e+01 2.193336e+01 1.725839e+01 2.131440e-01
412 2.024158e+01 2.147823e+01 1.706385e+01 2.055280e-01
413 1.983086e+01 2.107194e+01 1.639718e+01 2.218477e-01
414 2.011143e+01 2.192823e+01 1.703175e+01 2.232958e-01
415 2.011945e+01 2.201957e+01 1.701410e+01 2.273192e-01
416 2.005323e+01 2.186734e+01 1.683619e+01 2.300758e-01
417 2.012960e+01 2.171263e+01 1.660112e+01 2.354162e-01
418 2.027441e+01 2.169966e+01 1.675916e+01 2.276765e-01
419 2.007556e+01 2.114730e+01 1.686381e+01 2.025552e-01
420 2.028624e+01 2.141332e+01 1.730813e+01 1.917120e-01
421 2.024151e+01 2.177771e+01 1.708055e+01 2.156866e-01
422 1.978091e+01 2.141743e+01 1.619641e+01 2.437743e-01
423 2.013137e+01 2.200524e+01 1.676496e+01 2.381377e-01
424 1.990986e+01 2.171731e+01 1.642581e+01 2.436535e-01
425 2.006305e+01 2.178543e+01 1.685161e+01 2.264734e-01
426 2.010856e+01 2.176001e+01 1.696157e+01 2.205163e-01
427 2.006170e+01 2.167979e+01 1.699501e+01 2.160897e-01
428 2.008623e+01 2.180010e+01 1.687800e+01 2.257833e-01
429 2.014400e+01 2.234871e+01 1.714835e+01 2.326918e-01
430 2.001157e+01 2.188447e+01 1.646850e+01 2.474800e-01
431 1.994507e+01 2.176576e+01 1.652769e+01 2.406562e-01
432 2.022646e+01 2.149437e+01 1.716906e+01 2.012300e-01
433 2.008450e+01 2.156182e+01 1.686350e+01 2.178998e-01
434 1.980447e+01 2.097058e+01 1.646841e+01 2.146894e-01
435 2.006457e+01 2.128628e+01 1.675559e+01 2.128454e-01
436 2.000573e+01 2.142638e+01 1.678391e+01 2.166708e-01
437 2.014030e+01 2.118584e+01 1.695648e+01 1.996316e-01
438 2.017662e+01 2.105365e+01 1.709179e+01 1.881793e-01
439 2.006126e+01 2.094213e+01 1.680330e+01 1.976317e-01
440 1.970716e+01 2.088072e+01 1.637672e+01 2.157013e-01
441 1.991298e+01 2.079720e+01 1.669245e+01 1.973706e-01
442 1.969623e+01 2.101496e+01 1.624893e+01 2.267921e-01
443 1.996552e+01 2.088851e+01 1.690634e+01 1.906394e-01
444 1.984965e+01 2.083609e+01 1.646574e+01 2.097489e-01
445 1.987262e+01 2.066147e+01 1.640804e+01 2.058631e-01
446 1.974905e+01 2.040373e+01 1.624864e+01 2.036436e-01
447 1.998158e+01 2.123942e+01 1.709697e+01 1.950361e-01
448 1.983540e+01 2.108519e+01 1.661152e+01 2.121712e-01
449 1.968664e+01 2.079681e+01 1.626383e+01 2.179651e-01
450 2.005643e+01 2.126655e+01 1.697748e+01 2.016815e-01
451 1.992440e+01 2.124435e+01 1.697822e+01 2.008121e-01
452 1.985115e+01 2.126849e+01 1.664393e+01 2.174371e-01
453 1.988910e+01 2.152544e+01 1.683171e+01 2.180549e-01
454 1.979220e+01 2.131242e+01 1.670661e+01 2.161093e-01
455 1.970741e+01 2.100294e+01 1.667031e+01 2.062864e-01
456 1.985194e+01 2.116866e+01 1.696891e+01 1.983946e-01
457 1.976365e+01 2.062713e+01 1.681891e+01 1.846219e-01
458 1.943503e+01 2.053005e+01 1.632486e+01 2.048311e-01
459 1.983395e+01 2.081648e+01 1.673184e+01 1.962218e-01
460 1.935243e+01 2.029188e+01 1.586720e+01 2.180517e-01
461 1.972116e+01 2.080951e+01 1.658402e+01 2.030559e-01
462 1.965141e+01 2.078485e+01 1.633838e+01 2.139283e-01
463 1.974866e+01 2.084322e+01 1.677442e+01 1.952097e-01
464 1.974762e+01 2.095547e+01 1.686422e+01 1.952354e-01
465 1.982477e+01 2.144359e+01 1.697529e+01 2.083749e-01
466 1.953339e+01 2.101702e+01 1.650505e+01 2.146818e-01
467 1.948058e+01 2.069990e+01 1.611955e+01 2.212740e-01
468 1.970051e+01 2.036722e+01 1.667914e+01 1.810788e-01
469 1.975336e+01 2.069313e+01 1.687432e+01 1.845448e-01
470 1.959500e+01 2.020250e+01 1.638212e+01 1.891043e-01
471 1.990975e+01 2.063260e+01 1.729222e+01 1.618981e-01
